Unnamed: 1,AtliQ,Date,Attendance
Weston Horton,Atq -348,Holidays Off,0
Dean Mclaughlin,Atq -435,Holidays Off,0
Jonah Hamilton,Atq -331,Holidays Off,0
Roman Colon,Atq -426,Holidays Off,0
Chris Frye,Atq -405,Holidays Off,0
London Kim,Atq -475,Holidays Off,0
Kenley Marsh,Atq -375,Holidays Off,0
Adriel Pace,Atq -456,Holidays Off,0
Jase Ingram,Atq -385,Holidays Off,0
Adyson Moyer,Atq -484,Holidays Off,0
Salvatore Hendrix,Atq -398,Holidays Off,0
Tucker Austin,Atq -412,Holidays Off,0
Cristofer Bernard,Atq -472,Holidays Off,0
Karma Reeves,Atq -396,Holidays Off,0
Esperanza Irwin,Atq -467,Holidays Off,0
Ciara Allison,Atq -428,Holidays Off,0
Demarcus Gordon,Atq -484,Holidays Off,0
Ryann Guerrero,Atq -432,Holidays Off,0
Rylee Mullins,Atq -421,Holidays Off,0
Gregory Carr,Atq -485,Holidays Off,0
Ayanna Atkins,Atq -452,Holidays Off,0
Briley Orr,Atq -367,Holidays Off,0
Emma Freeman,Atq -393,Holidays Off,0
Will Mahoney,Atq -403,Holidays Off,0
Titus Andersen,Atq -414,Holidays Off,0
Marquis Wyatt,Atq -418,Holidays Off,0
Nick Orozco,Atq -408,Holidays Off,0
Gustavo Ritter,Atq -382,Holidays Off,0
Isiah Small,Atq -373,Holidays Off,0
Hillary Kirk,Atq -418,Holidays Off,0
Dominique Benjamin,Atq -376,Holidays Off,0
Nehemiah Diaz,Atq -453,Holidays Off,0
Josh Sharp,Atq -461,Holidays Off,0
Andrew Cummings,Atq -443,Holidays Off,0
Maximus Mckenzie,Atq -430,Holidays Off,0
Konner Henson,Atq -387,Holidays Off,0
Finnegan Gilbert,Atq -385,Holidays Off,0
Caylee Meadows,Atq -455,Holidays Off,0
Jovani Pope,Atq -470,Holidays Off,0
Kaley Fitzpatrick,Atq -374,Holidays Off,0
Greta Horton,Atq -369,Holidays Off,0
Miley Combs,Atq -372,Holidays Off,0
Dallas Weeks,Atq -437,Holidays Off,0
Chad Macias,Atq -400,Holidays Off,0
Jessie Carrillo,Atq -458,Holidays Off,0
Name,Employee Code,Menstrual Leave,ML
Thanos Thakur,Atq -406,Menstrual Leave,0
Jarvis Singh,Atq -462,Menstrual Leave,0
Nevaeh Waller,Atq -411,Menstrual Leave,0
Bo Cordova,Atq -398,Menstrual Leave,1
Mekhi Singleton,Atq -438,Menstrual Leave,0
Peter Pandey,Atq -366,Menstrual Leave,0
Loki Lal,Atq -441,Menstrual Leave,0
Phoenix Brady,Atq -436,Menstrual Leave,0
Ana Little,Atq -404,Menstrual Leave,0
Grace Stone,Atq -397,Menstrual Leave,1
Tori Shannon,Atq -335,Menstrual Leave,0
Lyric Bartlett,Atq -443,Menstrual Leave,0
Kaylah Schultz,Atq -419,Menstrual Leave,0
Cason David,Atq -467,Menstrual Leave,0
Miya Hampton,Atq -450,Menstrual Leave,0.5
Sofia Solis,Atq -405,Menstrual Leave,0
Mckayla Parker,Atq -440,Menstrual Leave,0
Madelynn Gray,Atq -335,Menstrual Leave,0
Myla Klein,Atq -343,Menstrual Leave,0
Boston Morse,Atq -334,Menstrual Leave,0
April Ayers,Atq -446,Menstrual Leave,0
Faith Hamilton,Atq -419,Menstrual Leave,0
Janelle Raymond,Atq -393,Menstrual Leave,0.5
Joel Cruz,Atq -396,Menstrual Leave,0.5
Iris Woodard,Atq -459,Menstrual Leave,0
Trystan Ortega,Atq -349,Menstrual Leave,1
Miles Fields,Atq -438,Menstrual Leave,0
Rodrigo Price,Atq -423,Menstrual Leave,0
Ella Roth,Atq -370,Menstrual Leave,0
Jayce Fuentes,Atq -433,Menstrual Leave,0
Hailee Fitzpatrick,Atq -375,Menstrual Leave,1
Rey Novak,Atq -475,Menstrual Leave,0
Macie Callahan,Atq -368,Menstrual Leave,0
Xiomara Ruiz,Atq -468,Menstrual Leave,0
Weston Horton,Atq -348,Menstrual Leave,0
Dean Mclaughlin,Atq -435,Menstrual Leave,1
Jonah Hamilton,Atq -331,Menstrual Leave,0
Roman Colon,Atq -426,Menstrual Leave,0
Chris Frye,Atq -405,Menstrual Leave,0
London Kim,Atq -475,Menstrual Leave,0
Kenley Marsh,Atq -375,Menstrual Leave,0
Adriel Pace,Atq -456,Menstrual Leave,0
Jase Ingram,Atq -385,Menstrual Leave,0
Adyson Moyer,Atq -484,Menstrual Leave,0
Salvatore Hendrix,Atq -398,Menstrual Leave,0
Tucker Austin,Atq -412,Menstrual Leave,0
Cristofer Bernard,Atq -472,Menstrual Leave,0
Karma Reeves,Atq -396,Menstrual Leave,0
Esperanza Irwin,Atq -467,Menstrual Leave,0
Ciara Allison,Atq -428,Menstrual Leave,0
Demarcus Gordon,Atq -484,Menstrual Leave,0
Ryann Guerrero,Atq -432,Menstrual Leave,0
Rylee Mullins,Atq -421,Menstrual Leave,0
Gregory Carr,Atq -485,Menstrual Leave,0
Ayanna Atkins,Atq -452,Menstrual Leave,1
Briley Orr,Atq -367,Menstrual Leave,0
Emma Freeman,Atq -393,Menstrual Leave,0
Will Mahoney,Atq -403,Menstrual Leave,0
Titus Andersen,Atq -414,Menstrual Leave,0
Marquis Wyatt,Atq -418,Menstrual Leave,0
Nick Orozco,Atq -408,Menstrual Leave,0
Gustavo Ritter,Atq -382,Menstrual Leave,0
Isiah Small,Atq -373,Menstrual Leave,0
Hillary Kirk,Atq -418,Menstrual Leave,0
Dominique Benjamin,Atq -376,Menstrual Leave,0
Nehemiah Diaz,Atq -453,Menstrual Leave,0
Josh Sharp,Atq -461,Menstrual Leave,0
Andrew Cummings,Atq -443,Menstrual Leave,0
Maximus Mckenzie,Atq -430,Menstrual Leave,0
Konner Henson,Atq -387,Menstrual Leave,0
Finnegan Gilbert,Atq -385,Menstrual Leave,0
Caylee Meadows,Atq -455,Menstrual Leave,0
Jovani Pope,Atq -470,Menstrual Leave,0
Kaley Fitzpatrick,Atq -374,Menstrual Leave,0
Greta Horton,Atq -369,Menstrual Leave,0
Miley Combs,Atq -372,Menstrual Leave,0
Dallas Weeks,Atq -437,Menstrual Leave,0
Chad Macias,Atq -400,Menstrual Leave,0
Jessie Carrillo,Atq -458,Menstrual Leave,0
Name,Employee Code,2 - May,Mon
Thanos Thakur,Atq -406,2 - May,P
Jarvis Singh,Atq -462,2 - May,P
Nevaeh Waller,Atq -411,2 - May,P
Bo Cordova,Atq -398,2 - May,P
Mekhi Singleton,Atq -438,2 - May,P
Peter Pandey,Atq -366,2 - May,P
Loki Lal,Atq -441,2 - May,P
Phoenix Brady,Atq -436,2 - May,P
Ana Little,Atq -404,2 - May,P
Grace Stone,Atq -397,2 - May,P
Tori Shannon,Atq -335,2 - May,P
Lyric Bartlett,Atq -443,2 - May,P
Kaylah Schultz,Atq -419,2 - May,P
Cason David,Atq -467,2 - May,P
Miya Hampton,Atq -450,2 - May,P
Sofia Solis,Atq -405,2 - May,P
Mckayla Parker,Atq -440,2 - May,P
Madelynn Gray,Atq -335,2 - May,WFH
Myla Klein,Atq -343,2 - May,P
Boston Morse,Atq -334,2 - May,P
April Ayers,Atq -446,2 - May,P
Faith Hamilton,Atq -419,2 - May,P
Joel Cruz,Atq -396,2 - May,PL
Iris Woodard,Atq -459,2 - May,P
Trystan Ortega,Atq -349,2 - May,P
Miles Fields,Atq -438,2 - May,P
Rodrigo Price,Atq -423,2 - May,P
Ella Roth,Atq -370,2 - May,P
Jayce Fuentes,Atq -433,2 - May,P
Hailee Fitzpatrick,Atq -375,2 - May,P
Rey Novak,Atq -475,2 - May,P
Macie Callahan,Atq -368,2 - May,P
Xiomara Ruiz,Atq -468,2 - May,P
Weston Horton,Atq -348,2 - May,P
Dean Mclaughlin,Atq -435,2 - May,P
Jonah Hamilton,Atq -331,2 - May,P
Chris Frye,Atq -405,2 - May,P
London Kim,Atq -475,2 - May,WFH
Kenley Marsh,Atq -375,2 - May,WFH
Adriel Pace,Atq -456,2 - May,P
Jase Ingram,Atq -385,2 - May,P
Adyson Moyer,Atq -484,2 - May,P
Salvatore Hendrix,Atq -398,2 - May,WFH
Tucker Austin,Atq -412,2 - May,P
Cristofer Bernard,Atq -472,2 - May,P
Karma Reeves,Atq -396,2 - May,P
Esperanza Irwin,Atq -467,2 - May,PL
Demarcus Gordon,Atq -484,2 - May,P
Ryann Guerrero,Atq -432,2 - May,PL
Rylee Mullins,Atq -421,2 - May,P
Ayanna Atkins,Atq -452,2 - May,P
Briley Orr,Atq -367,2 - May,P
Emma Freeman,Atq -393,2 - May,HPL
Will Mahoney,Atq -403,2 - May,P
Titus Andersen,Atq -414,2 - May,P
Marquis Wyatt,Atq -418,2 - May,P
Nick Orozco,Atq -408,2 - May,P
Gustavo Ritter,Atq -382,2 - May,WFH
Isiah Small,Atq -373,2 - May,P
Hillary Kirk,Atq -418,2 - May,P
Dominique Benjamin,Atq -376,2 - May,P
Nehemiah Diaz,Atq -453,2 - May,WFH
Josh Sharp,Atq -461,2 - May,P
Samuel Murray,Atq -411,2 - May,P
Quincy Mendez,Atq -472,2 - May,
Athena Rios,Atq -448,2 - May,
Keaton Nixon,Atq -364,2 - May,
Kayleigh Kennedy,Atq -371,2 - May,
Maximus Mckenzie,Atq -430,2 - May,
Konner Henson,Atq -387,2 - May,P
Finnegan Gilbert,Atq -385,2 - May,P
Caylee Meadows,Atq -455,2 - May,P
Jovani Pope,Atq -470,2 - May,WFH
Kaley Fitzpatrick,Atq -374,2 - May,WFH
Miley Combs,Atq -372,2 - May,P
Dallas Weeks,Atq -437,2 - May,P
Chad Macias,Atq -400,2 - May,P
Jessie Carrillo,Atq -458,2 - May,P
Aditya Walls,Atq -455,2 - May,
Kane Malone,Atq -476,2 - May,
Kiana Mcmillan,Atq -362,2 - May,
Isabella Pittman,Atq -426,2 - May,
Shea Zuniga,Atq -461,2 - May,
Mckayla Miles,Atq -414,2 - May,
Julien Hamilton,Atq -389,2 - May,
Name,Employee Code,3 - May,Tue
Thanos Thakur,Atq -406,3 - May,P
Jarvis Singh,Atq -462,3 - May,P
Nevaeh Waller,Atq -411,3 - May,P
Bo Cordova,Atq -398,3 - May,P
Mekhi Singleton,Atq -438,3 - May,P
Peter Pandey,Atq -366,3 - May,P
Loki Lal,Atq -441,3 - May,P
Phoenix Brady,Atq -436,3 - May,HPL
Ana Little,Atq -404,3 - May,P
Grace Stone,Atq -397,3 - May,FFL
Tori Shannon,Atq -335,3 - May,P
Lyric Bartlett,Atq -443,3 - May,P
Kaylah Schultz,Atq -419,3 - May,P
Cason David,Atq -467,3 - May,P
Miya Hampton,Atq -450,3 - May,P
Sofia Solis,Atq -405,3 - May,P
Mckayla Parker,Atq -440,3 - May,P
Madelynn Gray,Atq -335,3 - May,P
Myla Klein,Atq -343,3 - May,P
Boston Morse,Atq -334,3 - May,P
April Ayers,Atq -446,3 - May,P
Faith Hamilton,Atq -419,3 - May,ML
Joel Cruz,Atq -396,3 - May,PL
Iris Woodard,Atq -459,3 - May,PL
Trystan Ortega,Atq -349,3 - May,P
Miles Fields,Atq -438,3 - May,P
Rodrigo Price,Atq -423,3 - May,WFH
Ella Roth,Atq -370,3 - May,PL
Jayce Fuentes,Atq -433,3 - May,P
Hailee Fitzpatrick,Atq -375,3 - May,P
Rey Novak,Atq -475,3 - May,SL
Macie Callahan,Atq -368,3 - May,P
Xiomara Ruiz,Atq -468,3 - May,P
Weston Horton,Atq -348,3 - May,P
Dean Mclaughlin,Atq -435,3 - May,P
Jonah Hamilton,Atq -331,3 - May,P
Chris Frye,Atq -405,3 - May,P
London Kim,Atq -475,3 - May,WFH
Kenley Marsh,Atq -375,3 - May,P
Adriel Pace,Atq -456,3 - May,P
Jase Ingram,Atq -385,3 - May,SL
Adyson Moyer,Atq -484,3 - May,P
Salvatore Hendrix,Atq -398,3 - May,WFH
Tucker Austin,Atq -412,3 - May,P
Cristofer Bernard,Atq -472,3 - May,P
Karma Reeves,Atq -396,3 - May,P
Esperanza Irwin,Atq -467,3 - May,PL
Demarcus Gordon,Atq -484,3 - May,P
Ryann Guerrero,Atq -432,3 - May,P
Rylee Mullins,Atq -421,3 - May,P
Ayanna Atkins,Atq -452,3 - May,P
Briley Orr,Atq -367,3 - May,FFL
Emma Freeman,Atq -393,3 - May,PL
Will Mahoney,Atq -403,3 - May,P
Titus Andersen,Atq -414,3 - May,P
Marquis Wyatt,Atq -418,3 - May,P
Nick Orozco,Atq -408,3 - May,LWP
Gustavo Ritter,Atq -382,3 - May,WFH
Isiah Small,Atq -373,3 - May,P
Hillary Kirk,Atq -418,3 - May,P
Dominique Benjamin,Atq -376,3 - May,P
Nehemiah Diaz,Atq -453,3 - May,PL
Josh Sharp,Atq -461,3 - May,P
Samuel Murray,Atq -411,3 - May,P
Quincy Mendez,Atq -472,3 - May,P
Athena Rios,Atq -448,3 - May,
Keaton Nixon,Atq -364,3 - May,
Kayleigh Kennedy,Atq -371,3 - May,
Maximus Mckenzie,Atq -430,3 - May,
Konner Henson,Atq -387,3 - May,P
Finnegan Gilbert,Atq -385,3 - May,LWP
Caylee Meadows,Atq -455,3 - May,P
Jovani Pope,Atq -470,3 - May,WFH
Kaley Fitzpatrick,Atq -374,3 - May,WFH
Miley Combs,Atq -372,3 - May,P
Dallas Weeks,Atq -437,3 - May,P
Chad Macias,Atq -400,3 - May,LWP
Jessie Carrillo,Atq -458,3 - May,LWP
Aditya Walls,Atq -455,3 - May,
Kane Malone,Atq -476,3 - May,
Kiana Mcmillan,Atq -362,3 - May,
Isabella Pittman,Atq -426,3 - May,
Shea Zuniga,Atq -461,3 - May,
Mckayla Miles,Atq -414,3 - May,
Julien Hamilton,Atq -389,3 - May,
Name,Employee Code,4 - May,Wed
Thanos Thakur,Atq -406,4 - May,P
Jarvis Singh,Atq -462,4 - May,P
Nevaeh Waller,Atq -411,4 - May,P
Bo Cordova,Atq -398,4 - May,P
Mekhi Singleton,Atq -438,4 - May,P
Peter Pandey,Atq -366,4 - May,P
Loki Lal,Atq -441,4 - May,P
Phoenix Brady,Atq -436,4 - May,P
Ana Little,Atq -404,4 - May,PL
Grace Stone,Atq -397,4 - May,PL
Tori Shannon,Atq -335,4 - May,P
Lyric Bartlett,Atq -443,4 - May,P
Kaylah Schultz,Atq -419,4 - May,WFH
Cason David,Atq -467,4 - May,P
Miya Hampton,Atq -450,4 - May,P
Sofia Solis,Atq -405,4 - May,P
Mckayla Parker,Atq -440,4 - May,HPL
Madelynn Gray,Atq -335,4 - May,P
Myla Klein,Atq -343,4 - May,P
Boston Morse,Atq -334,4 - May,P
April Ayers,Atq -446,4 - May,P
Faith Hamilton,Atq -419,4 - May,P
Joel Cruz,Atq -396,4 - May,PL
Iris Woodard,Atq -459,4 - May,P
Trystan Ortega,Atq -349,4 - May,P
Miles Fields,Atq -438,4 - May,P
Rodrigo Price,Atq -423,4 - May,P
Ella Roth,Atq -370,4 - May,WFH
Jayce Fuentes,Atq -433,4 - May,P
Hailee Fitzpatrick,Atq -375,4 - May,P
Rey Novak,Atq -475,4 - May,P
Macie Callahan,Atq -368,4 - May,P
Xiomara Ruiz,Atq -468,4 - May,P
Weston Horton,Atq -348,4 - May,PL
Dean Mclaughlin,Atq -435,4 - May,P
Jonah Hamilton,Atq -331,4 - May,WFH
Chris Frye,Atq -405,4 - May,P
London Kim,Atq -475,4 - May,WFH
Kenley Marsh,Atq -375,4 - May,HPL
Adriel Pace,Atq -456,4 - May,P
Jase Ingram,Atq -385,4 - May,WFH
Adyson Moyer,Atq -484,4 - May,P
Salvatore Hendrix,Atq -398,4 - May,WFH
Tucker Austin,Atq -412,4 - May,P
Cristofer Bernard,Atq -472,4 - May,P
Karma Reeves,Atq -396,4 - May,P
Esperanza Irwin,Atq -467,4 - May,PL
Demarcus Gordon,Atq -484,4 - May,P
Ryann Guerrero,Atq -432,4 - May,P
Rylee Mullins,Atq -421,4 - May,P
Ayanna Atkins,Atq -452,4 - May,P
Briley Orr,Atq -367,4 - May,PL
Emma Freeman,Atq -393,4 - May,P
Will Mahoney,Atq -403,4 - May,P
Titus Andersen,Atq -414,4 - May,P
Marquis Wyatt,Atq -418,4 - May,P
Nick Orozco,Atq -408,4 - May,LWP
Gustavo Ritter,Atq -382,4 - May,WFH
Isiah Small,Atq -373,4 - May,P
Hillary Kirk,Atq -418,4 - May,P
Dominique Benjamin,Atq -376,4 - May,P
Nehemiah Diaz,Atq -453,4 - May,PL
Josh Sharp,Atq -461,4 - May,P
Samuel Murray,Atq -411,4 - May,P
Quincy Mendez,Atq -472,4 - May,P
Athena Rios,Atq -448,4 - May,
Keaton Nixon,Atq -364,4 - May,
Kayleigh Kennedy,Atq -371,4 - May,
Maximus Mckenzie,Atq -430,4 - May,
Konner Henson,Atq -387,4 - May,P
Finnegan Gilbert,Atq -385,4 - May,P
Caylee Meadows,Atq -455,4 - May,P
Jovani Pope,Atq -470,4 - May,WFH
Kaley Fitzpatrick,Atq -374,4 - May,WFH
Miley Combs,Atq -372,4 - May,LWP
Dallas Weeks,Atq -437,4 - May,P
Chad Macias,Atq -400,4 - May,LWP
Jessie Carrillo,Atq -458,4 - May,LWP
Aditya Walls,Atq -455,4 - May,
Kane Malone,Atq -476,4 - May,
Kiana Mcmillan,Atq -362,4 - May,
Isabella Pittman,Atq -426,4 - May,
Shea Zuniga,Atq -461,4 - May,
Mckayla Miles,Atq -414,4 - May,
Julien Hamilton,Atq -389,4 - May,
Name,Employee Code,5 - May,Thu
Thanos Thakur,Atq -406,5 - May,P
Jarvis Singh,Atq -462,5 - May,P
Nevaeh Waller,Atq -411,5 - May,P
Bo Cordova,Atq -398,5 - May,P
Mekhi Singleton,Atq -438,5 - May,P
Peter Pandey,Atq -366,5 - May,P
Loki Lal,Atq -441,5 - May,P
Phoenix Brady,Atq -436,5 - May,P
Ana Little,Atq -404,5 - May,P
Grace Stone,Atq -397,5 - May,P
Tori Shannon,Atq -335,5 - May,P
Lyric Bartlett,Atq -443,5 - May,P
Kaylah Schultz,Atq -419,5 - May,WFH
Cason David,Atq -467,5 - May,P
Miya Hampton,Atq -450,5 - May,P
Sofia Solis,Atq -405,5 - May,P
Mckayla Parker,Atq -440,5 - May,P
Madelynn Gray,Atq -335,5 - May,P
Myla Klein,Atq -343,5 - May,P
Boston Morse,Atq -334,5 - May,P
April Ayers,Atq -446,5 - May,P
Faith Hamilton,Atq -419,5 - May,P
Joel Cruz,Atq -396,5 - May,PL
Iris Woodard,Atq -459,5 - May,P
Trystan Ortega,Atq -349,5 - May,P
Miles Fields,Atq -438,5 - May,P
Rodrigo Price,Atq -423,5 - May,P
Ella Roth,Atq -370,5 - May,WFH
Jayce Fuentes,Atq -433,5 - May,P
Hailee Fitzpatrick,Atq -375,5 - May,P
Rey Novak,Atq -475,5 - May,P
Macie Callahan,Atq -368,5 - May,P
Xiomara Ruiz,Atq -468,5 - May,P
Weston Horton,Atq -348,5 - May,PL
Dean Mclaughlin,Atq -435,5 - May,P
Jonah Hamilton,Atq -331,5 - May,P
Chris Frye,Atq -405,5 - May,WFH
London Kim,Atq -475,5 - May,WFH
Kenley Marsh,Atq -375,5 - May,PL
Adriel Pace,Atq -456,5 - May,P
Jase Ingram,Atq -385,5 - May,WFH
Adyson Moyer,Atq -484,5 - May,P
Salvatore Hendrix,Atq -398,5 - May,WFH
Tucker Austin,Atq -412,5 - May,P
Cristofer Bernard,Atq -472,5 - May,P
Karma Reeves,Atq -396,5 - May,P
Esperanza Irwin,Atq -467,5 - May,PL
Demarcus Gordon,Atq -484,5 - May,P
Ryann Guerrero,Atq -432,5 - May,P
Rylee Mullins,Atq -421,5 - May,P
Ayanna Atkins,Atq -452,5 - May,SL
Briley Orr,Atq -367,5 - May,WFH
Emma Freeman,Atq -393,5 - May,P
Will Mahoney,Atq -403,5 - May,P
Titus Andersen,Atq -414,5 - May,P
Marquis Wyatt,Atq -418,5 - May,P
Nick Orozco,Atq -408,5 - May,P
Gustavo Ritter,Atq -382,5 - May,WFH
Isiah Small,Atq -373,5 - May,P
Hillary Kirk,Atq -418,5 - May,P
Dominique Benjamin,Atq -376,5 - May,P
Nehemiah Diaz,Atq -453,5 - May,WFH
Josh Sharp,Atq -461,5 - May,P
Samuel Murray,Atq -411,5 - May,P
Quincy Mendez,Atq -472,5 - May,P
Athena Rios,Atq -448,5 - May,
Keaton Nixon,Atq -364,5 - May,
Kayleigh Kennedy,Atq -371,5 - May,
Maximus Mckenzie,Atq -430,5 - May,
Konner Henson,Atq -387,5 - May,P
Finnegan Gilbert,Atq -385,5 - May,P
Caylee Meadows,Atq -455,5 - May,P
Jovani Pope,Atq -470,5 - May,WFH
Kaley Fitzpatrick,Atq -374,5 - May,WFH
Miley Combs,Atq -372,5 - May,LWP
Dallas Weeks,Atq -437,5 - May,P
Chad Macias,Atq -400,5 - May,P
Jessie Carrillo,Atq -458,5 - May,P
Aditya Walls,Atq -455,5 - May,
Kane Malone,Atq -476,5 - May,
Kiana Mcmillan,Atq -362,5 - May,
Isabella Pittman,Atq -426,5 - May,
Shea Zuniga,Atq -461,5 - May,
Mckayla Miles,Atq -414,5 - May,
Julien Hamilton,Atq -389,5 - May,
Name,Employee Code,6 - May,Fri
Thanos Thakur,Atq -406,6 - May,P
Jarvis Singh,Atq -462,6 - May,P
Nevaeh Waller,Atq -411,6 - May,P
Bo Cordova,Atq -398,6 - May,P
Mekhi Singleton,Atq -438,6 - May,P
Peter Pandey,Atq -366,6 - May,P
Loki Lal,Atq -441,6 - May,P
Phoenix Brady,Atq -436,6 - May,HPL
Ana Little,Atq -404,6 - May,P
Grace Stone,Atq -397,6 - May,WFH
Tori Shannon,Atq -335,6 - May,P
Lyric Bartlett,Atq -443,6 - May,P
Kaylah Schultz,Atq -419,6 - May,WFH
Cason David,Atq -467,6 - May,P
Miya Hampton,Atq -450,6 - May,P
Sofia Solis,Atq -405,6 - May,P
Mckayla Parker,Atq -440,6 - May,P
Madelynn Gray,Atq -335,6 - May,P
Myla Klein,Atq -343,6 - May,P
Boston Morse,Atq -334,6 - May,P
April Ayers,Atq -446,6 - May,P
Faith Hamilton,Atq -419,6 - May,P
Joel Cruz,Atq -396,6 - May,PL
Iris Woodard,Atq -459,6 - May,P
Trystan Ortega,Atq -349,6 - May,P
Miles Fields,Atq -438,6 - May,P
Rodrigo Price,Atq -423,6 - May,P
Ella Roth,Atq -370,6 - May,WFH
Jayce Fuentes,Atq -433,6 - May,P
Hailee Fitzpatrick,Atq -375,6 - May,P
Rey Novak,Atq -475,6 - May,P
Macie Callahan,Atq -368,6 - May,P
Xiomara Ruiz,Atq -468,6 - May,SL
Weston Horton,Atq -348,6 - May,WFH
Dean Mclaughlin,Atq -435,6 - May,P
Jonah Hamilton,Atq -331,6 - May,LWP
Chris Frye,Atq -405,6 - May,WFH
London Kim,Atq -475,6 - May,WFH
Kenley Marsh,Atq -375,6 - May,WFH
Adriel Pace,Atq -456,6 - May,P
Jase Ingram,Atq -385,6 - May,P
Adyson Moyer,Atq -484,6 - May,HPL
Salvatore Hendrix,Atq -398,6 - May,WFH
Tucker Austin,Atq -412,6 - May,SL
Cristofer Bernard,Atq -472,6 - May,P
Karma Reeves,Atq -396,6 - May,P
Esperanza Irwin,Atq -467,6 - May,PL
Demarcus Gordon,Atq -484,6 - May,P
Ryann Guerrero,Atq -432,6 - May,P
Rylee Mullins,Atq -421,6 - May,P
Ayanna Atkins,Atq -452,6 - May,WFH
Briley Orr,Atq -367,6 - May,WFH
Emma Freeman,Atq -393,6 - May,P
Will Mahoney,Atq -403,6 - May,WFH
Titus Andersen,Atq -414,6 - May,P
Marquis Wyatt,Atq -418,6 - May,P
Nick Orozco,Atq -408,6 - May,P
Gustavo Ritter,Atq -382,6 - May,WFH
Isiah Small,Atq -373,6 - May,P
Hillary Kirk,Atq -418,6 - May,P
Dominique Benjamin,Atq -376,6 - May,P
Nehemiah Diaz,Atq -453,6 - May,WFH
Josh Sharp,Atq -461,6 - May,P
Samuel Murray,Atq -411,6 - May,PL
Quincy Mendez,Atq -472,6 - May,P
Athena Rios,Atq -448,6 - May,
Keaton Nixon,Atq -364,6 - May,
Kayleigh Kennedy,Atq -371,6 - May,
Maximus Mckenzie,Atq -430,6 - May,
Konner Henson,Atq -387,6 - May,P
Finnegan Gilbert,Atq -385,6 - May,P
Caylee Meadows,Atq -455,6 - May,
Jovani Pope,Atq -470,6 - May,WFH
Kaley Fitzpatrick,Atq -374,6 - May,WFH
Miley Combs,Atq -372,6 - May,LWP
Dallas Weeks,Atq -437,6 - May,P
Chad Macias,Atq -400,6 - May,P
Jessie Carrillo,Atq -458,6 - May,P
Aditya Walls,Atq -455,6 - May,
Kane Malone,Atq -476,6 - May,
Kiana Mcmillan,Atq -362,6 - May,
Isabella Pittman,Atq -426,6 - May,
Shea Zuniga,Atq -461,6 - May,
Mckayla Miles,Atq -414,6 - May,
Julien Hamilton,Atq -389,6 - May,
Name,Employee Code,7 - May,Sat
Thanos Thakur,Atq -406,7 - May,WO
Jarvis Singh,Atq -462,7 - May,WO
Nevaeh Waller,Atq -411,7 - May,WO
Bo Cordova,Atq -398,7 - May,WO
Mekhi Singleton,Atq -438,7 - May,WO
Peter Pandey,Atq -366,7 - May,WO
Loki Lal,Atq -441,7 - May,WO
Phoenix Brady,Atq -436,7 - May,WO
Ana Little,Atq -404,7 - May,WO
Grace Stone,Atq -397,7 - May,WO
Tori Shannon,Atq -335,7 - May,WO
Lyric Bartlett,Atq -443,7 - May,WO
Kaylah Schultz,Atq -419,7 - May,WO
Cason David,Atq -467,7 - May,WO
Miya Hampton,Atq -450,7 - May,WO
Sofia Solis,Atq -405,7 - May,WO
Mckayla Parker,Atq -440,7 - May,WO
Madelynn Gray,Atq -335,7 - May,WO
Myla Klein,Atq -343,7 - May,WO
Boston Morse,Atq -334,7 - May,WO
April Ayers,Atq -446,7 - May,WO
Faith Hamilton,Atq -419,7 - May,WO
Joel Cruz,Atq -396,7 - May,WO
Iris Woodard,Atq -459,7 - May,WO
Trystan Ortega,Atq -349,7 - May,WO
Miles Fields,Atq -438,7 - May,WO
Rodrigo Price,Atq -423,7 - May,WO
Ella Roth,Atq -370,7 - May,WO
Jayce Fuentes,Atq -433,7 - May,WO
Hailee Fitzpatrick,Atq -375,7 - May,WO
Rey Novak,Atq -475,7 - May,WO
Macie Callahan,Atq -368,7 - May,WO
Xiomara Ruiz,Atq -468,7 - May,WO
Weston Horton,Atq -348,7 - May,WO
Dean Mclaughlin,Atq -435,7 - May,WO
Jonah Hamilton,Atq -331,7 - May,WO
Chris Frye,Atq -405,7 - May,WO
London Kim,Atq -475,7 - May,WO
Kenley Marsh,Atq -375,7 - May,WO
Adriel Pace,Atq -456,7 - May,WO
Jase Ingram,Atq -385,7 - May,WO
Adyson Moyer,Atq -484,7 - May,WO
Salvatore Hendrix,Atq -398,7 - May,WO
Tucker Austin,Atq -412,7 - May,WO
Cristofer Bernard,Atq -472,7 - May,WO
Karma Reeves,Atq -396,7 - May,WO
Esperanza Irwin,Atq -467,7 - May,WO
Demarcus Gordon,Atq -484,7 - May,WO
Ryann Guerrero,Atq -432,7 - May,WO
Rylee Mullins,Atq -421,7 - May,WO
Ayanna Atkins,Atq -452,7 - May,WO
Briley Orr,Atq -367,7 - May,WO
Emma Freeman,Atq -393,7 - May,WO
Will Mahoney,Atq -403,7 - May,WO
Titus Andersen,Atq -414,7 - May,WO
Marquis Wyatt,Atq -418,7 - May,WO
Nick Orozco,Atq -408,7 - May,WO
Gustavo Ritter,Atq -382,7 - May,WO
Isiah Small,Atq -373,7 - May,WO
Hillary Kirk,Atq -418,7 - May,WO
Dominique Benjamin,Atq -376,7 - May,WO
Nehemiah Diaz,Atq -453,7 - May,WO
